name,gender,SSN,age,complete address,zipcode of residence,state of residence,S1,S2,S3
Lauren Davis,Female,265-93-4537,72,91532 Anthony Turnpike Suite 502 East Rachel  TN 80192,80192,TN,AGREE,DISAGREE,AGREE
Bianca Smith,Female,419-78-3747,63,USCGC Wilcox FPO AA 39163,39163,AA,DISAGREE,STRONGLY AGREE,STRONGLY DISAGREE
Anthony Austin,Male,594-54-3798,44,19718 Harrell Rest Apt. 529 South Brian  WA 94974,94974,WA,DISAGREE,DISAGREE,AGREE
Howard Lambert,Male,548-61-9589,19,4655 Amanda Extension West Michaelhaven  MD 86535,86535,MD,AGREE,maybe,STRONGLY AGREE
Trevor Clark,Male,884-02-2117,31,016 Guerra Courts Nelsonburgh  NM 84816,84816,NM,AGREE,DISAGREE,STRONGLY DISAGREE
Melissa Hunter,Female,264-54-5552,71,000 Hannah Mountains Apt. 724 Robertsborough  FL 46807,46807,FL,STRONGLY DISAGREE,DISAGREE,AGREE
Jennifer Patel,Female,615-90-9197,49,5443 White Center Apt. 025 East Candice  CA 68962,68962,CA,DISAGREE,DISAGREE,AGREE
Morgan Stout,Female,413-08-6749,55,11450 Buchanan Station East Jenniferhaven  MO 00893,893,MO,STRONGLY AGREE,STRONGLY DISAGREE,DISAGREE
Traci Daugherty,Female,230-15-8134,29,3676 May Shore Suite 921 Millermouth  AK 35654,35654,AK,STRONGLY AGREE,AGREE,AGREE
Jeffrey Edwards,Male,419-35-8431,74,38045 Walls Ridges Suite 832 Merrittville  MD 34936,34936,MD,AGREE,DISAGREE,STRONGLY DISAGREE
Michael Brown,Male,116-13-5986,24,808 Cruz Locks Peterbury  CT 58733,58733,CT,AGREE,AGREE,STRONGLY DISAGREE
Tammy Davis,Female,151-74-5691,62,0448 Atkinson Station Suite 497 Theresaside  UT 93442,93442,UT,DISAGREE,DISAGREE,STRONGLY DISAGREE
Deborah White,Female,075-34-4498,57,7277 Ricardo Fall North Elizabeth  MN 18342,18342,MN,STRONGLY DISAGREE,AGREE,AGREE
Christina Cruz,Female,431-80-1983,45,PSC 5911  Box 0400 APO AE 96008,96008,AE,STRONGLY DISAGREE,DISAGREE,STRONGLY AGREE
Gabrielle Williams,Female,570-47-7338,65,90635 Manuel Valley South Jeremybury  NV 05413,5413,NV,DISAGREE,AGREE,STRONGLY AGREE
Alexis Hunter,Female,338-60-6216,52,PSC 7750  Box 9789 APO AE 94047,94047,AE,DISAGREE,STRONGLY DISAGREE,AGREE
Gary Long,Male,159-90-9114,34,8017 Mcdonald Track Apt. 564 Smithbury  SD 59536,59536,SD,AGREE,STRONGLY DISAGREE,DISAGREE
Elizabeth Pierce,Female,351-98-6735,29,USNS Watts FPO AA 44637,44637,AA,STRONGLY AGREE,DISAGREE,STRONGLY AGREE
Michael Morrison,Male,133-19-5918,38,2925 Angel Canyon Lake Michael  LA 00997,997,LA,DISAGREE,STRONGLY AGREE,STRONGLY DISAGREE
Brett Cook,Male,039-96-4249,27,18453 Bennett Haven Port Maurice  AZ 72183,72183,AZ,DISAGREE,STRONGLY DISAGREE,STRONGLY AGREE
Luke Serrano,Male,682-24-2106,71,48330 Tapia Mill New Keithberg  WI 96146,96146,WI,STRONGLY AGREE,STRONGLY AGREE,AGREE
Kenneth Scott,Male,382-56-1112,24,9735 Sanders Dam West Dustinchester  DE 93255,93255,DE,AGREE,STRONGLY AGREE,AGREE
James Phillips,Male,050-23-0321,61,328 Werner Pine Suite 996 Dawnborough  VT 39778,39778,VT,STRONGLY DISAGREE,DISAGREE,STRONGLY DISAGREE
Ronald Edwards,Male,521-31-9664,60,77671 Brian Ferry Apt. 137 Garciastad  IN 25690,25690,IN,STRONGLY AGREE,DISAGREE,STRONGLY AGREE
Richard Shepherd,Male,137-64-1075,43,Unit 6722 Box 6687 DPO AP 90035,90035,AP,STRONGLY AGREE,STRONGLY AGREE,AGREE
Ryan Dougherty,Male,862-72-5248,27,69482 Rivas Run Stevenburgh  AK 35812,35812,AK,AGREE,STRONGLY DISAGREE,STRONGLY DISAGREE
William Davis,Male,354-58-5191,67,914 Lisa Plaza Suite 364 South Charles  MO 26969,26969,MO,DISAGREE,AGREE,STRONGLY DISAGREE
Carlos Jones,Male,871-65-2300,26,Unit 8085 Box 9383 DPO AA 72688,72688,AA,AGREE,STRONGLY AGREE,STRONGLY AGREE
Jennifer Graham,Female,389-60-7021,19,747 Hodge Passage Harringtonside  NJ 45743,45743,NJ,NEUTRAL,maybe,AGREE
Richard Vaughan,Male,258-10-8157,23,16007 Tammy Flat Suite 193 Port Seanhaven  MS 15486,15486,MS,AGREE,STRONGLY DISAGREE,STRONGLY DISAGREE
Matthew Bass,Male,644-41-4139,24,1643 Rojas Rue New Nancybury  RI 59132,59132,RI,DISAGREE,STRONGLY DISAGREE,DISAGREE
Tina Rivas,Female,854-44-1703,27,PSC 2810  Box 9955 APO AE 26177,26177,AE,STRONGLY AGREE,STRONGLY AGREE,STRONGLY DISAGREE
Jane English,Female,189-98-6412,20,8304 Alison Key Apt. 999 Frankmouth  MI 91387,91387,MI,STRONGLY AGREE,AGREE,STRONGLY DISAGREE
Eddie Coleman,Male,140-72-6162,39,0832 Hill Ports West Shawn  SD 53808,53808,SD,STRONGLY DISAGREE,STRONGLY DISAGREE,AGREE
Tracy Michael,Female,127-84-1546,33,5143 Guerra Port Suite 438 Coryburgh  OK 88619,88619,OK,STRONGLY AGREE,don't know,depends
Stephanie Howell,Female,642-61-0579,63,0859 David Dale Philipport  NJ 96291,96291,NJ,DISAGREE,STRONGLY DISAGREE,DISAGREE
Sandra Zuniga,Female,481-60-7775,44,8420 James Plaza North Jamesfurt  DE 92975,92975,DE,STRONGLY DISAGREE,DISAGREE,AGREE
Angela Simmons,Female,604-79-3703,24,4465 Bailey Row Apt. 246 Josephborough  MT 78414,78414,MT,STRONGLY AGREE,DISAGREE,STRONGLY AGREE
Matthew Fox,Male,391-93-6047,41,Unit 4683 Box 6749 DPO AA 74108,74108,AA,DISAGREE,STRONGLY DISAGREE,STRONGLY AGREE
Jeffery Matthews,Male,845-64-0131,57,54607 Alvarez Crossroad Suite 001 Brownberg  MA 45510,45510,MA,AGREE,AGREE,AGREE
Brandi Valencia,Female,277-90-3336,66,USNS Morgan FPO AP 10890,10890,AP,STRONGLY AGREE,STRONGLY AGREE,depends
Sarah Cordova,Female,755-11-3285,78,5788 Susan Lights Apt. 084 Nashborough  UT 44824,44824,UT,STRONGLY AGREE,STRONGLY AGREE,STRONGLY DISAGREE
Susan Bonilla,Female,743-21-8126,58,16703 Hernandez Neck North Jenniferburgh  MO 46211,46211,MO,DISAGREE,not sure,AGREE
Jacqueline Shelton,Female,223-17-2454,38,061 Cody Wells New Susan  MN 64082,64082,MN,STRONGLY DISAGREE,STRONGLY AGREE,AGREE
Kenneth Bowman,Male,424-08-7173,33,7792 Spencer Fork Suite 559 Barberville  NV 98083,98083,NV,AGREE,DISAGREE,DISAGREE
Christopher Potter,Male,152-76-7639,65,Unit 6970 Box 8164 DPO AA 08733,8733,AA,DISAGREE,DISAGREE,STRONGLY DISAGREE
Daniel Randall,Male,386-24-4172,44,75254 Oconnor Plains Apt. 397 Harmonside  MA 34355,34355,MA,STRONGLY DISAGREE,STRONGLY AGREE,STRONGLY DISAGREE
James Baxter,Male,631-24-3785,49,95374 Davis Stravenue Apt. 318 Port Lauraside  TX 15726,15726,TX,STRONGLY DISAGREE,STRONGLY AGREE,AGREE
Megan Thomas,Female,702-72-7928,46,402 Derrick Squares Brandonberg  CA 98493,98493,CA,AGREE,DISAGREE,STRONGLY DISAGREE
Richard Harris,Male,194-58-2986,23,456 Vega River Maryshire  WA 20112,20112,WA,AGREE,STRONGLY DISAGREE,STRONGLY DISAGREE
Sarah Hall,Female,459-71-6452,63,263 Frederick Vista Heatherport  KS 21606,21606,KS,STRONGLY AGREE,STRONGLY DISAGREE,DISAGREE
Whitney Ruiz DDS,Female,094-84-2384,74,5372 Johnson Lakes Coleview  WY 01576,1576,WY,STRONGLY DISAGREE,STRONGLY DISAGREE,AGREE
Savannah Mcfarland,Female,165-68-2897,25,8199 Sparks Shoals Suite 950 Darleneton  SC 55438,55438,SC,STRONGLY AGREE,STRONGLY AGREE,STRONGLY AGREE
Donna Smith,Female,224-35-0296,25,18187 Crystal Lakes Greenshire  VT 30396,30396,VT,STRONGLY AGREE,AGREE,AGREE
Bradley Ford,Male,880-64-8467,35,2420 Riggs Ridge Apt. 097 Ricehaven  MT 91500,91500,MT,AGREE,DISAGREE,AGREE
Michael Miller,Male,447-21-8777,73,PSC 7901  Box 1359 APO AP 25880,25880,AP,DISAGREE,AGREE,DISAGREE
Sarah Cantu MD,Female,573-33-0362,48,5281 Hannah Ramp West Harryport  LA 39921,39921,LA,STRONGLY DISAGREE,STRONGLY DISAGREE,depends
Michael Shelton,Male,626-79-5748,64,598 Curtis Club Apt. 081 South Danielleton  VT 18104,18104,VT,STRONGLY AGREE,DISAGREE,AGREE
Michael Cooper,Male,135-88-3835,45,890 Chelsey Harbors Silvaborough  WY 30766,30766,WY,STRONGLY AGREE,DISAGREE,STRONGLY DISAGREE
Kevin Hall,Male,554-49-6738,28,5579 Nathan Street North Christophertown  RI 85275,85275,RI,AGREE,STRONGLY DISAGREE,AGREE
Samantha Finley,Female,347-92-7520,47,Unit 8017 Box 4849 DPO AA 78798,78798,AA,DISAGREE,DISAGREE,AGREE
Samantha Padilla,Female,036-93-8103,74,PSC 0506  Box 4466 APO AP 68635,68635,AP,STRONGLY DISAGREE,STRONGLY DISAGREE,STRONGLY AGREE
Edward Gonzales,Male,267-44-7783,66,86207 Stephen Crossroad East Jamesville  SC 00992,992,SC,DISAGREE,STRONGLY AGREE,STRONGLY AGREE
Courtney Brooks,Female,385-69-4530,53,USCGC Lyons FPO AA 69896,69896,AA,STRONGLY AGREE,AGREE,STRONGLY DISAGREE
Paige Bowers,Female,422-54-4815,30,394 David Inlet Suite 708 Port Christopherville  UT 73439,73439,UT,STRONGLY AGREE,STRONGLY AGREE,AGREE
Nicole Hernandez,Female,483-64-7650,58,9677 Philip Walk Vazquezview  RI 70905,70905,RI,DISAGREE,STRONGLY AGREE,AGREE
Chelsea Medina,Female,009-65-2183,77,132 Ortiz Forges Johnstonland  NV 51257,51257,NV,STRONGLY DISAGREE,STRONGLY DISAGREE,STRONGLY AGREE
Heather Butler,Female,058-67-4148,66,Unit 2675 Box 5486 DPO AA 61147,61147,AA,AGREE,AGREE,DISAGREE
William Mckay,Male,381-10-4670,67,273 Sarah Parks Port Jacob  MD 28654,28654,MD,STRONGLY AGREE,AGREE,AGREE
David Zimmerman,Male,629-34-4409,28,4823 Dave Prairie Apt. 253 West Paul  GA 55296,55296,GA,AGREE,DISAGREE,DISAGREE
Paula Porter MD,Female,715-65-1483,20,121 Vargas Throughway Suite 164 Lake David  NE 63819,63819,NE,NEUTRAL,don't know,DISAGREE
Daniel Daniels,Male,577-28-6871,21,118 Jessica Divide Apt. 248 Lake Brianchester  HI 95738,95738,HI,DISAGREE,DISAGREE,STRONGLY DISAGREE
Laura Hall,Female,465-26-9242,43,74408 Hendrix Common Apt. 973 East Christopher  FL 74240,74240,FL,STRONGLY AGREE,STRONGLY AGREE,STRONGLY DISAGREE
Lance Wheeler,Male,320-90-3902,63,2631 Wilkins Stream South Paulburgh  OK 47545,47545,OK,STRONGLY AGREE,AGREE,sometimes
Christina Moore,Female,893-02-6096,53,4745 Kevin Roads New Jonathan  NC 78082,78082,NC,STRONGLY DISAGREE,AGREE,DISAGREE
Amanda Davis,Female,694-49-5023,27,5154 David Pike Apt. 575 South James  FL 24094,24094,FL,NEUTRAL,STRONGLY AGREE,STRONGLY AGREE
Jesse Woodward,Male,221-64-2423,75,33817 Elizabeth Roads North Josephland  MI 65899,65899,MI,DISAGREE,STRONGLY AGREE,AGREE
Richard Turner,Male,787-19-6147,69,1425 Patel Burgs Apt. 646 East Ashleyton  NC 18651,18651,NC,AGREE,DISAGREE,STRONGLY DISAGREE
Anita Franco,Female,266-75-8673,21,75042 Hill Court West Susan  OK 65256,65256,OK,STRONGLY AGREE,DISAGREE,STRONGLY DISAGREE
Roy Case,Male,726-28-9104,25,22316 James Pike Michaelberg  NV 79214,79214,NV,DISAGREE,STRONGLY DISAGREE,STRONGLY DISAGREE
Karen Coleman,Female,125-81-4514,37,754 Baker Harbors Suite 826 Janeville  TX 55385,55385,TX,AGREE,DISAGREE,DISAGREE
Larry Williams,Male,543-46-6918,39,76384 Tyrone Greens Andersontown  HI 23770,23770,HI,DISAGREE,STRONGLY AGREE,no community
Laura Neal,Female,365-82-6376,41,79908 Tara Viaduct South Bradleyside  NY 08317,8317,NY,DISAGREE,STRONGLY AGREE,STRONGLY AGREE
Stanley Carson,Male,110-87-4230,48,169 Danielle Harbor Apt. 346 Chavezshire  TN 16403,16403,TN,STRONGLY DISAGREE,DISAGREE,STRONGLY DISAGREE
Albert Mcgee,Male,634-60-2756,58,08916 Jeffrey Ports Suite 096 Lake Brendaton  WV 16331,16331,WV,DISAGREE,AGREE,DISAGREE
Judy Butler,Female,321-54-6023,68,PSC 8319  Box 5257 APO AE 06441,6441,AE,STRONGLY AGREE,STRONGLY AGREE,AGREE
Kimberly Rodriguez,Female,834-95-7796,57,USCGC Nelson FPO AE 49370,49370,AE,AGREE,DISAGREE,depends
Robert Taylor,Male,847-56-2724,45,73664 Drake Ferry Suite 547 Lake Meredithfort  MN 10350,10350,MN,DISAGREE,STRONGLY AGREE,STRONGLY DISAGREE
Pamela Carter,Female,527-45-7762,32,21265 Christensen Extensions Suite 798 East Anne  WY 36322,36322,WY,STRONGLY AGREE,DISAGREE,STRONGLY AGREE
Katherine Marshall,Female,481-03-4480,65,Unit 4588 Box 8019 DPO AE 61306,61306,AE,STRONGLY DISAGREE,DISAGREE,AGREE
Richard Williams,Male,629-86-3848,75,246 Theresa Streets Apt. 976 Port Kellyville  DC 18997,18997,DC,DISAGREE,DISAGREE,AGREE
Kelly Pearson,Female,523-47-7550,41,960 Steven Motorway Suite 797 Jacobstad  SC 54809,54809,SC,STRONGLY AGREE,AGREE,DISAGREE
Erica Singh,Female,341-55-5235,29,84080 Andrea Trafficway Benjaminport  WY 32545,32545,WY,NEUTRAL,DISAGREE,sometimes
Ricky Davidson,Male,603-64-4932,62,23174 Brown Mews Suite 987 South Jasonside  GA 06818,6818,GA,AGREE,AGREE,STRONGLY AGREE
Jason Carter,Male,210-62-1631,34,660 Gates Club Apt. 728 Salinasborough  CT 96565,96565,CT,AGREE,DISAGREE,STRONGLY DISAGREE
Christine Jones,Female,212-52-1239,46,851 Robyn Circle Apt. 327 East Kevinview  GA 23230,23230,GA,STRONGLY DISAGREE,AGREE,AGREE
Jessica Thomas,Female,623-10-2334,69,72333 Michael Skyway Apt. 414 West Dylanhaven  AK 19011,19011,AK,AGREE,DISAGREE,STRONGLY AGREE
Danny Simon,Male,066-07-0541,60,8031 Benson Tunnel Apt. 598 East Juan  WA 21383,21383,WA,AGREE,STRONGLY DISAGREE,STRONGLY DISAGREE
Jeffrey Sutton,Male,451-63-7791,69,85561 Aaron Tunnel Apt. 456 New Christopherstad  OR 23711,23711,OR,AGREE,DISAGREE,AGREE
Daniel Norton,Male,261-49-4336,20,630 Williams Gateway Suite 894 South Johnburgh  WY 77505,77505,WY,AGREE,STRONGLY AGREE,DISAGREE
Robert Boyer,Male,012-03-8492,47,26592 Christopher Corners Apt. 251 Taraton  VT 78618,78618,VT,DISAGREE,STRONGLY DISAGREE,AGREE
Jesse Wilcox,Male,545-01-7693,35,9591 Javier Forks Alvaradoborough  MO 01199,1199,MO,AGREE,not sure,AGREE
Kevin Brown,Male,505-59-3953,47,54738 Delgado Road Suite 280 Jamesfort  DE 98058,98058,DE,DISAGREE,AGREE,STRONGLY DISAGREE
Christopher Wise,Male,867-23-8258,36,7233 Wilson Mill Apt. 334 Jefferymouth  NC 56191,56191,NC,AGREE,DISAGREE,AGREE
Laura Marshall,Female,522-73-2789,30,60936 Shields Roads North Jason  TN 81681,81681,TN,STRONGLY AGREE,don't know,DISAGREE
Robert Delgado,Male,790-29-8684,50,5677 Marshall Points Gabrielside  RI 72114,72114,RI,STRONGLY DISAGREE,AGREE,STRONGLY DISAGREE
Mrs. Erica Martinez,Female,637-88-0584,49,0587 John Unions Ortizfort  NY 51711,51711,NY,STRONGLY DISAGREE,STRONGLY DISAGREE,AGREE
Jennifer Rodriguez,Female,811-02-6463,39,54624 Michael Square Suite 643 West Kaylastad  ID 13280,13280,ID,DISAGREE,STRONGLY DISAGREE,STRONGLY DISAGREE
Thomas Mcintosh,Male,790-45-5069,75,7439 Cassandra Meadow Apt. 484 Kingtown  WI 94342,94342,WI,DISAGREE,STRONGLY AGREE,DISAGREE
Jonathon Trevino,Male,621-11-1344,19,251 Mcknight Lakes Gregorytown  TX 31705,31705,TX,AGREE,STRONGLY DISAGREE,AGREE
Paul Thomas,Male,316-27-4851,62,4632 Steven Crossroad Suite 925 Jonesport  CT 46273,46273,CT,STRONGLY AGREE,STRONGLY DISAGREE,STRONGLY AGREE
Katherine Christian,Female,194-51-4617,22,977 Brian Common Apt. 862 Lake Johnnyberg  HI 74946,74946,HI,STRONGLY AGREE,AGREE,AGREE
Jason Swanson,Male,421-87-4677,36,457 Price Drives Apt. 896 West Jasmine  ME 11385,11385,ME,STRONGLY DISAGREE,DISAGREE,depends
Cory Ellis,Male,223-06-3829,40,6831 Kelly Vista Michellebury  TX 49783,49783,TX,STRONGLY AGREE,STRONGLY AGREE,AGREE
Amy Harvey,Female,699-95-9122,33,2438 Tiffany Mall North Sarah  SD 72843,72843,SD,STRONGLY AGREE,STRONGLY DISAGREE,STRONGLY AGREE
Jerry Bailey,Male,463-71-9095,73,647 Klein Court Scottbury  NV 02555,2555,NV,DISAGREE,STRONGLY DISAGREE,STRONGLY DISAGREE
Lisa Snow,Female,450-24-1071,34,3598 Daniel Forge Craneshire  LA 09542,9542,LA,NEUTRAL,STRONGLY AGREE,DISAGREE
Jason Wilson,Male,351-49-0931,56,484 Anita Extensions Suite 916 Jasminebury  NJ 05779,5779,NJ,STRONGLY DISAGREE,DISAGREE,STRONGLY DISAGREE
John Ford,Male,335-19-6861,29,84712 Margaret Square Bauerberg  NH 51699,51699,NH,AGREE,STRONGLY DISAGREE,STRONGLY AGREE
Samantha Haynes,Female,520-63-8541,34,33559 Tracy Summit Apt. 748 New Kenneth  AR 96225,96225,AR,STRONGLY AGREE,STRONGLY AGREE,AGREE
Andrew Schwartz,Male,025-20-3702,38,64797 Wagner Lakes Suite 088 Montoyatown  NE 23320,23320,NE,STRONGLY DISAGREE,AGREE,DISAGREE
Amy Brown,Female,062-23-0404,22,1696 Flores Grove Apt. 957 North Jonathan  LA 25830,25830,LA,STRONGLY AGREE,STRONGLY DISAGREE,STRONGLY DISAGREE
Maria Bradshaw,Female,196-67-0641,47,9781 Jessica Radial Suite 346 West Richard  TN 48483,48483,TN,DISAGREE,AGREE,AGREE
Megan Dean,Female,070-45-1261,53,18900 Ward Ville Apt. 157 North Michael  CT 90377,90377,CT,STRONGLY DISAGREE,STRONGLY DISAGREE,STRONGLY AGREE
Kellie Mora,Female,296-25-0551,37,8131 Chase Squares Apt. 131 Jenniferland  HI 46924,46924,HI,STRONGLY DISAGREE,AGREE,STRONGLY DISAGREE
Mrs. Barbara Bradley DVM,Female,533-56-2972,26,736 Ryan Roads Burgesston  OH 47470,47470,OH,STRONGLY AGREE,DISAGREE,AGREE
Daniel Kline,Male,030-40-0771,51,448 Miller Inlet Joseton  AZ 50749,50749,AZ,AGREE,AGREE,STRONGLY AGREE
Gary Mcgee,Male,686-45-1633,41,67056 Melinda Brook Lake Brittney  IN 39706,39706,IN,STRONGLY AGREE,STRONGLY AGREE,STRONGLY AGREE
David Johnson,Male,273-73-3251,78,17359 Williams Corner Suite 778 South Christopher  CO 96515,96515,CO,STRONGLY DISAGREE,AGREE,STRONGLY DISAGREE
Jim Garcia,Male,437-37-8122,46,93841 West Greens Suite 520 Hammondburgh  DC 59317,59317,DC,STRONGLY AGREE,DISAGREE,AGREE
David Wade,Male,312-32-6253,20,41783 Sierra Ridge Apt. 620 Lauraberg  ID 74458,74458,ID,AGREE,STRONGLY DISAGREE,AGREE
Randy Hoffman,Male,003-81-8876,64,USNS Lambert FPO AE 00722,722,AE,STRONGLY AGREE,STRONGLY AGREE,STRONGLY DISAGREE
Kristina Padilla,Female,646-72-5958,73,9289 Brittany Shoals South Erik  WV 14069,14069,WV,STRONGLY DISAGREE,AGREE,depends
Lisa Marquez,Female,051-57-1952,40,71457 Jackson Park East Nicholas  CO 46958,46958,CO,DISAGREE,STRONGLY DISAGREE,DISAGREE
Teresa Thompson,Female,566-45-7037,30,264 Ann Valleys Peggystad  VA 53871,53871,VA,STRONGLY AGREE,DISAGREE,STRONGLY AGREE
Carrie Alexander,Female,265-49-5663,67,43599 Gill Cape Parksstad  MI 37643,37643,MI,DISAGREE,STRONGLY AGREE,STRONGLY AGREE
Caitlyn Elliott,Female,499-91-6550,29,858 Anthony Camp Apt. 890 Watsonville  RI 22431,22431,RI,STRONGLY AGREE,STRONGLY DISAGREE,AGREE
Cynthia Taylor MD,Female,636-04-1342,30,3410 Taylor Ports Apt. 458 Burkeberg  OR 24629,24629,OR,STRONGLY AGREE,STRONGLY DISAGREE,STRONGLY AGREE
Luis Roberts,Male,143-47-8772,55,7951 James Rapid West Sarahshire  AL 75292,75292,AL,STRONGLY DISAGREE,AGREE,DISAGREE
Jacqueline Haas,Female,640-81-9511,49,USNV Salazar FPO AP 91055,91055,AP,DISAGREE,DISAGREE,depends
Anita Jacobs,Female,390-59-8747,74,32049 Jasmine Fork Suite 221 Michealview  MA 88178,88178,MA,AGREE,STRONGLY AGREE,DISAGREE
Brandon Santiago,Male,312-15-3157,23,3050 Little Lights Suite 888 Lake Tinafurt  ID 85771,85771,ID,AGREE,maybe,STRONGLY AGREE
Scott Gentry,Male,705-72-5090,25,34333 Stevens Points Jacksonfurt  CO 88349,88349,CO,AGREE,DISAGREE,DISAGREE
John Miranda,Male,226-01-1352,77,PSC 3722  Box 3759 APO AA 11005,11005,AA,STRONGLY AGREE,not sure,STRONGLY DISAGREE
Stanley Hood,Male,790-07-3169,65,58704 Anthony Unions Thomasborough  KS 43762,43762,KS,STRONGLY AGREE,AGREE,STRONGLY DISAGREE
Samuel Hutchinson,Male,208-03-4276,50,961 Ellis Rapids South Carl  WV 46832,46832,WV,DISAGREE,don't know,STRONGLY DISAGREE
Amy Frazier,Female,880-56-0949,37,USNV Chaney FPO AE 72586,72586,AE,STRONGLY DISAGREE,AGREE,STRONGLY AGREE
Jonathan Hill,Male,504-90-6982,23,18471 Walters Shore New Anthony  ND 05739,5739,ND,AGREE,STRONGLY AGREE,STRONGLY DISAGREE
Chad Foster,Male,173-97-2794,30,15421 Lara Stravenue Suite 143 New Eric  IL 49669,49669,IL,AGREE,STRONGLY DISAGREE,AGREE
Hannah Wagner DVM,Female,181-82-5842,36,26708 Cody Ridges Apt. 381 New Johnshire  NC 76757,76757,NC,DISAGREE,STRONGLY DISAGREE,STRONGLY AGREE
Courtney Taylor,Female,617-23-1752,42,27980 Meredith Path East Crystal  NJ 82300,82300,NJ,STRONGLY DISAGREE,AGREE,STRONGLY AGREE
Jeffrey Fox,Male,319-52-9726,67,9955 Morgan Unions Suite 757 North Wendyburgh  DE 29791,29791,DE,AGREE,STRONGLY AGREE,STRONGLY AGREE
Sophia Miller,Female,729-11-6615,55,80916 Wiley Plains Bergerstad  OR 41230,41230,OR,AGREE,DISAGREE,STRONGLY AGREE
Robert Nelson,Male,266-85-6530,42,77052 Krista Dam West Jennifer  RI 05448,5448,RI,STRONGLY DISAGREE,AGREE,STRONGLY AGREE
Michele Anderson DDS,Female,538-26-9369,37,8405 West Club Suite 611 New Mariaberg  NC 25234,25234,NC,DISAGREE,STRONGLY DISAGREE,DISAGREE
Caleb Beck,Male,727-56-3470,37,13592 Todd Pines Apt. 514 New Edwin  MS 10635,10635,MS,STRONGLY DISAGREE,STRONGLY AGREE,AGREE
Dorothy Woodard,Female,735-77-8502,54,7051 Hopkins Mission Apt. 566 East Keithberg  MA 80885,80885,MA,STRONGLY AGREE,STRONGLY DISAGREE,DISAGREE
Jeffrey Richards,Male,467-47-6597,44,941 Smith Club Apt. 205 West Troybury  ND 71035,71035,ND,AGREE,DISAGREE,STRONGLY DISAGREE
William Olson,Male,484-81-2831,52,18680 Buck Creek New Erica  OK 44834,44834,OK,DISAGREE,STRONGLY DISAGREE,STRONGLY DISAGREE
Emily Bryan,Female,827-27-4157,47,2895 Sandra Harbors Dawsonburgh  IA 82572,82572,IA,AGREE,STRONGLY AGREE,sometimes
Debra Brown,Female,858-58-8309,35,751 Belinda Point Carolmouth  AR 08005,8005,AR,STRONGLY DISAGREE,STRONGLY AGREE,STRONGLY DISAGREE
Jeffrey Maxwell,Male,854-08-8722,32,7895 John Road Suite 280 Port Linda  TX 81577,81577,TX,AGREE,AGREE,STRONGLY AGREE
Charles Cardenas,Male,576-96-5407,32,7534 Farmer Inlet Apt. 358 Port Thomaschester  OK 42292,42292,OK,AGREE,AGREE,AGREE
Patrick Ramos,Male,799-26-2714,77,3964 Gross Glen West Cheryl  AL 13131,13131,AL,AGREE,STRONGLY DISAGREE,DISAGREE
Mitchell Williams,Male,341-77-7131,18,0145 Jeffrey Road Apt. 148 Douglasport  WV 43752,43752,WV,AGREE,AGREE,DISAGREE
Timothy Erickson,Male,796-26-2877,31,7606 Maria Canyon Apt. 663 East Joannastad  RI 04524,4524,RI,AGREE,STRONGLY DISAGREE,STRONGLY DISAGREE
Brandi Walters,Female,758-13-9182,73,622 Green Streets Waltersville  WI 57918,57918,WI,STRONGLY AGREE,DISAGREE,DISAGREE
Whitney Stephens,Female,353-66-6393,29,420 Pratt Cape Apt. 604 West Julia  SD 85134,85134,SD,STRONGLY AGREE,DISAGREE,DISAGREE
Matthew Carson,Male,613-79-1283,34,871 White Land Suite 942 Mcdonaldstad  SC 38749,38749,SC,AGREE,AGREE,STRONGLY AGREE
Gregory Myers,Male,499-24-3055,24,60494 Patrick Viaduct Apt. 165 Lake Michelle  TX 54307,54307,TX,AGREE,AGREE,depends
Jorge Ramos,Male,794-31-3283,74,68952 Gina Streets East Toddton  MA 80978,80978,MA,DISAGREE,STRONGLY DISAGREE,STRONGLY AGREE
Marie Williamson,Female,468-65-3615,34,2366 Kyle Mountains Suite 817 Sanchezview  LA 73799,73799,LA,NEUTRAL,AGREE,DISAGREE
Patricia Mejia,Female,435-91-4105,33,909 Jessica Villages Port Charlesfurt  AK 23365,23365,AK,STRONGLY AGREE,STRONGLY DISAGREE,AGREE
Alan Barker,Male,832-07-2386,34,2161 Nicole Divide Port Karen  UT 35382,35382,UT,AGREE,AGREE,STRONGLY DISAGREE
Anthony Gomez,Male,366-73-3025,42,42140 Terri Hollow Apt. 504 East Jonfurt  VT 91036,91036,VT,STRONGLY DISAGREE,DISAGREE,no community
Mrs. Taylor Rodriguez,Female,526-40-4908,66,USCGC Morris FPO AP 70259,70259,AP,STRONGLY AGREE,AGREE,STRONGLY AGREE
James Randolph,Male,874-31-5688,74,94895 Bradley Landing Lake Lisa  NC 87075,87075,NC,STRONGLY DISAGREE,STRONGLY DISAGREE,STRONGLY DISAGREE
Logan Taylor,Male,558-21-4163,70,861 Tammy Springs Suite 679 Frederickside  HI 77484,77484,HI,AGREE,STRONGLY DISAGREE,DISAGREE
Jordan Kramer,Male,786-13-4402,36,149 Stewart Pine Apt. 967 Brianstad  NM 39424,39424,NM,DISAGREE,STRONGLY AGREE,STRONGLY DISAGREE
